"cross_space","cross_run","p_obs","core_core","core_trans","trans_core","trans_trans","land_het","d","hp"
"mean","50%",0.7,9.7998046875,2.29541015625,1.07373046875,2.3935546875,0.000977517106549364,"g1","0.6"
"mean","50%",0.8,10.07080078125,2.21142578125,1.23193359375,2.36669921875,0.000977517106549364,"g1","0.6"
"mean","50%",0.9,10.2880859375,2.13134765625,1.3662109375,2.33935546875,0.000977517106549364,"g1","0.6"
"mean","50%",1,10.46044921875,2.0849609375,1.50732421875,2.30908203125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.1,3.3403564453125,5.538427734375,0.025927734375,3.0580810546875,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.2,6.376513671875,3.978369140625,0.1921142578125,3.3814453125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.3,8.0851806640625,3.3109619140625,0.4304443359375,3.3026123046875,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.4,9.0936767578125,2.95908203125,0.7055908203125,3.2343017578125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.5,9.7626953125,2.7271728515625,0.9626220703125,3.1611572265625,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.6,10.2809814453125,2.59228515625,1.1947998046875,3.0572265625,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.7,10.59970703125,2.4394287109375,1.4278564453125,3.0036865234375,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.8,10.908349609375,2.3616455078125,1.6367431640625,2.95341796875,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.9,11.150439453125,2.291796875,1.8200439453125,2.9205810546875,0.000977517106549364,"g1","0.6"
"mean","97.5%",1,11.3465087890625,2.228369140625,1.988720703125,2.843310546875,0.000977517106549364,"g1","0.6"
"var","2.5%",0.1,1.08530218547623,4.38094717493738,0.00529844819159335,7.81447527187194,0.000977517106549364,"g1","0.6"
"var","2.5%",0.2,2.44533388318671,2.96281614182399,0.107971656776943,7.84997148112934,0.000977517106549364,"g1","0.6"
"var","2.5%",0.3,3.61514578751222,2.50731133156158,0.430558411420149,7.13535249324139,0.000977517106549364,"g1","0.6"
"var","2.5%",0.4,4.41827556054497,2.20017948989644,0.861998449718964,6.37124114125122,0.000977517106549364,"g1","0.6"
"var","2.5%",0.5,5.12742794629765,2.06637978353342,1.40527164761272,5.67206620769184,0.000977517106549364,"g1","0.6"
"var","2.5%",0.6,5.5568861498045,1.90500471575635,2.0564713732588,5.32680275060331,0.000977517106549364,"g1","0.6"
"var","2.5%",0.7,5.98201253971163,1.84816632014449,2.72540009947,4.9786257865958,0.000977517106549364,"g1","0.6"
"var","2.5%",0.8,6.24948129066624,1.79812591642229,3.35437477089443,4.70056484069526,0.000977517106549364,"g1","0.6"
"var","2.5%",0.9,6.51860711926472,1.78854040181299,4.12505625019092,4.32868478128055,0.000977517106549364,"g1","0.6"
"var","2.5%",1,6.7045453590848,1.75167705278592,4.68036152381934,4.1932511226173,0.000977517106549364,"g1","0.6"
"var","50%",0.1,1.16842982496334,4.92949466947703,0.0135229563782991,9.53655713511119,0.000977517106549364,"g1","0.6"
"var","50%",0.2,2.80875794232649,3.36332993493402,0.193777015365347,9.55385460578568,0.000977517106549364,"g1","0.6"
"var","50%",0.3,4.27862435468597,2.77339502000855,0.593480323649805,8.59776268863025,0.000977517106549364,"g1","0.6"
"var","50%",0.4,5.28729743249022,2.48104437774927,1.19845029172776,7.54708692265396,0.000977517106549364,"g1","0.6"
"var","50%",0.5,6.04311146367913,2.28766304679863,1.9809871013563,6.86519237231183,0.000977517106549364,"g1","0.6"
"var","50%",0.6,6.69254700482649,2.17608958791544,2.83476142473118,6.23529905913978,0.000977517106549364,"g1","0.6"
"var","50%",0.7,7.18138192662512,2.08527261653837,3.59206225562072,5.83170429725684,0.000977517106549364,"g1","0.6"
"var","50%",0.8,7.47726652233016,1.9904606167522,4.45593297516496,5.53235877550709,0.000977517106549364,"g1","0.6"
"var","50%",0.9,7.75987254093353,1.92726279936461,5.15591970613392,5.26418497602028,0.000977517106549364,"g1","0.6"
"var","50%",1,7.99621498503177,1.89028659197825,5.94161005849829,5.00187866568915,0.000977517106549364,"g1","0.6"
"var","97.5%",0.1,1.27217016434506,5.90256855984238,0.0273601692326491,10.7535718513258,0.000977517106549364,"g1","0.6"
"var","97.5%",0.2,3.22648040383675,3.85533987811584,0.262211326979472,11.0498059284885,0.000977517106549364,"g1","0.6"
"var","97.5%",0.3,5.04523097660068,3.1230354913169,0.817940660702285,9.77008570934904,0.000977517106549364,"g1","0.6"
"var","97.5%",0.4,6.47645195656158,2.74594261191807,1.61091182108382,8.83143996670332,0.000977517106549364,"g1","0.6"
"var","97.5%",0.5,7.69398826979472,2.46248298413826,2.45506449799151,7.94536748533724,0.000977517106549364,"g1","0.6"
"var","97.5%",0.6,8.46901728983382,2.36334749969453,3.50658036546157,7.25665668625519,0.000977517106549364,"g1","0.6"
"var","97.5%",0.7,9.11397498644459,2.31535217344819,4.42524373491722,6.85196849416544,0.000977517106549364,"g1","0.6"
"var","97.5%",0.8,9.57346649617394,2.1594612725669,5.44110733882423,6.40869073802542,0.000977517106549364,"g1","0.6"
"var","97.5%",0.9,9.93335321301472,2.11490102639296,6.31484470460655,6.11221552724829,0.000977517106549364,"g1","0.6"
"var","97.5%",1,10.3098860963465,2.07655011398002,7.31405295393451,5.62950727028348,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.1,3.1011962890625,4.547265625,0.0078125,1.665380859375,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.2,5.726416015625,3.416357421875,0.0830078125,1.850927734375,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.3,7.0441162109375,2.933837890625,0.21630859375,1.8712890625,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.4,7.7935546875,2.61572265625,0.3513427734375,1.849755859375,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.5,8.2811767578125,2.4086669921875,0.50556640625,1.8300048828125,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.6,8.6837158203125,2.2427490234375,0.6185302734375,1.7867431640625,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.7,8.9819580078125,2.1997802734375,0.7414794921875,1.79091796875,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.8,9.2104736328125,2.0798583984375,0.8366455078125,1.7824462890625,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.9,9.418310546875,2.0343505859375,0.9485107421875,1.765869140625,0.000977517106549364,"g1","0.7"
"mean","2.5%",1,9.571826171875,1.9789306640625,1.0392333984375,1.76328125,0.000977517106549364,"g1","0.7"
"mean","50%",0.1,3.24365234375,5.044921875,0.013671875,2.30615234375,0.000977517106549364,"g1","0.7"
"mean","50%",0.2,6.09130859375,3.69677734375,0.13427734375,2.57861328125,0.000977517106549364,"g1","0.7"
"mean","50%",0.3,7.564453125,3.10791015625,0.3349609375,2.552734375,0.000977517106549364,"g1","0.7"
"mean","50%",0.4,8.451171875,2.7880859375,0.53759765625,2.5498046875,0.000977517106549364,"g1","0.7"
"mean","50%",0.5,9.04052734375,2.576171875,0.72998046875,2.4814453125,0.000977517106549364,"g1","0.7"
"mean","50%",0.6,9.47265625,2.41845703125,0.91943359375,2.458984375,0.000977517106549364,"g1","0.7"
"mean","50%",0.7,9.7802734375,2.29345703125,1.0986328125,2.40478515625,0.000977517106549364,"g1","0.7"
"mean","50%",0.8,10.06591796875,2.20654296875,1.2421875,2.3603515625,0.000977517106549364,"g1","0.7"
"mean","50%",0.9,10.29248046875,2.1376953125,1.38037109375,2.333984375,0.000977517106549364,"g1","0.7"
"mean","50%",1,10.46044921875,2.0849609375,1.50732421875,2.30908203125,0.000977517106549364,"g1","0.7"
"mean","97.5%",0.1,3.3275634765625,5.500927734375,0.0337158203125,3.0568359375,0.000977517106549364,"g1","0.7"
"mean","97.5%",0.2,6.467138671875,3.968505859375,0.19091796875,3.3801513671875,0.000977517106549364,"g1","0.7"
"mean","97.5%",0.3,8.07861328125,3.3267822265625,0.4343017578125,3.3015625,0.000977517106549364,"g1","0.7"
"mean","97.5%",0.4,9.0921630859375,2.9608154296875,0.693115234375,3.19658203125,0.000977517106549364,"g1","0.7"
"mean","97.5%",0.5,9.78798828125,2.7099609375,0.9695556640625,3.0969970703125,0.000977517106549364,"g1","0.7"
"mean","97.5%",0.6,10.24990234375,2.585400390625,1.213720703125,3.0678466796875,0.000977517106549364,"g1","0.7"
"mean","97.5%",0.7,10.6009033203125,2.4659912109375,1.4201904296875,3.0007568359375,0.000977517106549364,"g1","0.7"
"mean","97.5%",0.8,10.905859375,2.36337890625,1.6201171875,2.906884765625,0.000977517106549364,"g1","0.7"
"mean","97.5%",0.9,11.147265625,2.29248046875,1.8049072265625,2.8813720703125,0.000977517106549364,"g1","0.7"
"mean","97.5%",1,11.3465087890625,2.228369140625,1.988720703125,2.843310546875,0.000977517106549364,"g1","0.7"
"var","2.5%",0.1,1.04232009484971,4.43876931646353,0.00775904203323558,8.03136810869532,0.000977517106549364,"g1","0.7"
"var","2.5%",0.2,2.46510590882362,3.04651518492638,0.116870952468231,8.01315982404692,0.000977517106549364,"g1","0.7"
"var","2.5%",0.3,3.56550328766496,2.45398615056818,0.416161417285252,6.94730247281281,0.000977517106549364,"g1","0.7"
"var","2.5%",0.4,4.5557723148827,2.2469762121594,0.873263546821542,6.36318118336846,0.000977517106549364,"g1","0.7"
"var","2.5%",0.5,5.03497456450849,2.0911829675281,1.41422380464168,5.75758797653959,0.000977517106549364,"g1","0.7"
"var","2.5%",0.6,5.63873888837977,1.9479337541239,2.03661080786443,5.34361136726387,0.000977517106549364,"g1","0.7"
"var","2.5%",0.7,6.03404630509989,1.92314092761028,2.75622983393664,5.03447580645161,0.000977517106549364,"g1","0.7"
"var","2.5%",0.8,6.31889653210533,1.81210727486559,3.2961563960548,4.62219257373381,0.000977517106549364,"g1","0.7"
"var","2.5%",0.9,6.52035450268817,1.77826685453324,4.01658674223332,4.48237949046921,0.000977517106549364,"g1","0.7"
"var","2.5%",1,6.7045453590848,1.75167705278592,4.68036152381934,4.1932511226173,0.000977517106549364,"g1","0.7"
"var","50%",0.1,1.16911380055596,5.05857227135264,0.0144746991080156,9.42396129261364,0.000977517106549364,"g1","0.7"
"var","50%",0.2,2.8090763036107,3.3388332989675,0.18434502535435,9.6659082317632,0.000977517106549364,"g1","0.7"
"var","50%",0.3,4.24968641174853,2.80246326673998,0.61438620708089,8.46422659686584,0.000977517106549364,"g1","0.7"
"var","50%",0.4,5.40035053152493,2.47669375840054,1.23629137264785,7.54772030409946,0.000977517106549364,"g1","0.7"
"var","50%",0.5,6.09388889525293,2.2931630124328,1.97279323603983,6.76997943777493,0.000977517106549364,"g1","0.7"
"var","50%",0.6,6.60886667201246,2.16657120601173,2.74677104334677,6.34204268618646,0.000977517106549364,"g1","0.7"
"var","50%",0.7,7.20636970766129,2.07178259408602,3.64634070671432,5.87945753528226,0.000977517106549364,"g1","0.7"
"var","50%",0.8,7.58442492592253,1.9782196969697,4.39371697061339,5.52913459188661,0.000977517106549364,"g1","0.7"
"var","50%",0.9,7.74154409518573,1.94238567631965,5.21387577895894,5.26464127795088,0.000977517106549364,"g1","0.7"
"var","50%",1,7.99621498503177,1.89028659197825,5.94161005849829,5.00187866568915,0.000977517106549364,"g1","0.7"
"var","97.5%",0.1,1.28076231537909,5.86174251970308,0.0350523888074291,10.7120675870983,0.000977517106549364,"g1","0.7"
"var","97.5%",0.2,3.13441251603739,3.88464887661901,0.271085349462366,11.0407481442449,0.000977517106549364,"g1","0.7"
"var","97.5%",0.3,5.19493361666056,3.1124278078797,0.81782782620815,9.77364569968842,0.000977517106549364,"g1","0.7"
"var","97.5%",0.4,6.37961258725104,2.71750082573466,1.61116250076369,8.56928295683651,0.000977517106549364,"g1","0.7"
"var","97.5%",0.5,7.71042010325024,2.48958273670424,2.57532427984482,7.7687619087167,0.000977517106549364,"g1","0.7"
"var","97.5%",0.6,8.52723776480786,2.35367170317082,3.57290864797165,7.38970998575727,0.000977517106549364,"g1","0.7"
"var","97.5%",0.7,8.99686640854106,2.25880106667736,4.37439687958211,6.76796772379796,0.000977517106549364,"g1","0.7"
"var","97.5%",0.8,9.47263312465634,2.18734203648124,5.28778406704393,6.26781570270497,0.000977517106549364,"g1","0.7"
"var","97.5%",0.9,10.018603372434,2.14511690111804,6.37767879303366,5.99204010874878,0.000977517106549364,"g1","0.7"
"var","97.5%",1,10.3098860963465,2.07655011398002,7.31405295393451,5.62950727028348,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.1,3.1318603515625,4.4916259765625,0.0060791015625,1.637158203125,0.000977517106549364,"g1","0.8"
"mean","2.5%",0.2,5.7001708984375,3.396435546875,0.0760986328125,1.8735595703125,0.000977517106549364,"g1","0.8"
"mean","2.5%",0.3,6.972802734375,2.9056640625,0.2223388671875,1.8401611328125,0.000977517106549364,"g1","0.8"
"mean","2.5%",0.4,7.7822265625,2.6089599609375,0.3581298828125,1.854638671875,0.000977517106549364,"g1","0.8"
"mean","2.5%",0.5,8.3061279296875,2.415673828125,0.4896240234375,1.806884765625,0.000977517106549364,"g1","0.8"
"mean","2.5%",0.6,8.67900390625,2.280615234375,0.6219482421875,1.830322265625,0.000977517106549364,"g1","0.8"
"mean","2.5%",0.7,8.9617431640625,2.163037109375,0.7424560546875,1.782373046875,0.000977517106549364,"g1","0.8"
"mean","2.5%",0.8,9.209326171875,2.0997314453125,0.84912109375,1.7866455078125,0.000977517106549364,"g1","0.8"
"mean","2.5%",0.9,9.401708984375,2.02421875,0.9444091796875,1.7789794921875,0.000977517106549364,"g1","0.8"
"mean","2.5%",1,9.571826171875,1.9789306640625,1.0392333984375,1.76328125,0.000977517106549364,"g1","0.8"
"mean","50%",0.1,3.244140625,5.0302734375,0.0126953125,2.294921875,0.000977517106549364,"g1","0.8"
"mean","50%",0.2,6.1015625,3.693359375,0.13427734375,2.53076171875,0.000977517106549364,"g1","0.8"
"mean","50%",0.3,7.5693359375,3.12255859375,0.3349609375,2.5576171875,0.000977517106549364,"g1","0.8"
"mean","50%",0.4,8.44189453125,2.7802734375,0.5400390625,2.5068359375,0.000977517106549364,"g1","0.8"
"mean","50%",0.5,9.03759765625,2.56689453125,0.73583984375,2.47412109375,0.000977517106549364,"g1","0.8"
"mean","50%",0.6,9.45068359375,2.40966796875,0.9267578125,2.44482421875,0.000977517106549364,"g1","0.8"
"mean","50%",0.7,9.80908203125,2.294921875,1.07958984375,2.38818359375,0.000977517106549364,"g1","0.8"
"mean","50%",0.8,10.06884765625,2.21484375,1.25439453125,2.3662109375,0.000977517106549364,"g1","0.8"
"mean","50%",0.9,10.2783203125,2.13720703125,1.3779296875,2.33984375,0.000977517106549364,"g1","0.8"
"mean","50%",1,10.46044921875,2.0849609375,1.50732421875,2.30908203125,0.000977517106549364,"g1","0.8"
"mean","97.5%",0.1,3.3768310546875,5.5479248046875,0.025927734375,3.020703125,0.000977517106549364,"g1","0.8"
"mean","97.5%",0.2,6.4162841796875,4.001953125,0.1833740234375,3.413427734375,0.000977517106549364,"g1","0.8"
"mean","97.5%",0.3,8.0818115234375,3.3333740234375,0.43564453125,3.373291015625,0.000977517106549364,"g1","0.8"
"mean","97.5%",0.4,9.094775390625,2.953662109375,0.70517578125,3.21943359375,0.000977517106549364,"g1","0.8"
"mean","97.5%",0.5,9.75283203125,2.7316162109375,0.957568359375,3.1411376953125,0.000977517106549364,"g1","0.8"
"mean","97.5%",0.6,10.225927734375,2.6019775390625,1.1934326171875,3.103466796875,0.000977517106549364,"g1","0.8"
"mean","97.5%",0.7,10.629736328125,2.476904296875,1.4309814453125,3.0131103515625,0.000977517106549364,"g1","0.8"
"mean","97.5%",0.8,10.9072265625,2.3713623046875,1.612841796875,2.94765625,0.000977517106549364,"g1","0.8"
"mean","97.5%",0.9,11.144970703125,2.2986083984375,1.8096435546875,2.9060546875,0.000977517106549364,"g1","0.8"
"mean","97.5%",1,11.3465087890625,2.228369140625,1.988720703125,2.843310546875,0.000977517106549364,"g1","0.8"
"var","2.5%",0.1,1.06650665074383,4.27874788077346,0.00604788592833578,7.82212548875855,0.000977517106549364,"g1","0.8"
"var","2.5%",0.2,2.46722186583578,3.00269979437775,0.108989911717986,7.98390132423021,0.000977517106549364,"g1","0.8"
"var","2.5%",0.3,3.66973040479136,2.36545395837152,0.400908666109176,6.83767137574077,0.000977517106549364,"g1","0.8"
"var","2.5%",0.4,4.4754967056528,2.20653478299884,0.901725045630193,6.37505114304588,0.000977517106549364,"g1","0.8"
"var","2.5%",0.5,5.05671546615347,2.0644427913841,1.41911649731946,5.72105480205279,0.000977517106549364,"g1","0.8"
"var","2.5%",0.6,5.55670458363881,1.93829652370479,2.08949777672135,5.44833726631232,0.000977517106549364,"g1","0.8"
"var","2.5%",0.7,5.97547835334189,1.84850050403226,2.71399684693457,4.83505267518939,0.000977517106549364,"g1","0.8"
"var","2.5%",0.8,6.29182083562439,1.82441160438814,3.32690348545943,4.68396282475715,0.000977517106549364,"g1","0.8"
"var","2.5%",0.9,6.48966058486834,1.80480532231336,4.03990424819007,4.37369352547654,0.000977517106549364,"g1","0.8"
"var","2.5%",1,6.7045453590848,1.75167705278592,4.68036152381934,4.1932511226173,0.000977517106549364,"g1","0.8"
"var","50%",0.1,1.16847612338099,4.98384614797165,0.0135477761485826,9.31780713511119,0.000977517106549364,"g1","0.8"
"var","50%",0.2,2.7828336922654,3.34990052999756,0.183341256567693,9.57311427022239,0.000977517106549364,"g1","0.8"
"var","50%",0.3,4.25681923188539,2.7531898177847,0.613057394764174,8.47705412237292,0.000977517106549364,"g1","0.8"
"var","50%",0.4,5.22289490163734,2.46826696908602,1.21481511180352,7.56059985566349,0.000977517106549364,"g1","0.8"
"var","50%",0.5,6.00724641831623,2.2639754398827,1.95546903638196,6.8619729617241,0.000977517106549364,"g1","0.8"
"var","50%",0.6,6.65856730739858,2.13403248717009,2.77328762677175,6.27152351386852,0.000977517106549364,"g1","0.8"
"var","50%",0.7,7.12865566578079,2.05276110398338,3.62511598469575,5.79627693899682,0.000977517106549364,"g1","0.8"
"var","50%",0.8,7.53116169889418,1.99513914345064,4.44908080935362,5.54188002123045,0.000977517106549364,"g1","0.8"
"var","50%",0.9,7.78577817616691,1.94453115453934,5.24259798081623,5.23906164085411,0.000977517106549364,"g1","0.8"
"var","50%",1,7.99621498503177,1.89028659197825,5.94161005849829,5.00187866568915,0.000977517106549364,"g1","0.8"
