"cross_space","cross_run","p_obs","comm_stat","(0,0.33]","(0.33,0.66]","(0.66,1]","land_het","d","hp"
"var","2.5%",0.4,"abun",1.93494337273949,8.22340864701705,27.0534098784595,0.000977517106549364,"g2","0.5"
"var","2.5%",0.5,"rich",0.873378720101723,1.6621218803458,2.95259719803886,0.000977517106549364,"g2","0.5"
"var","2.5%",0.5,"abun",1.99259378054741,8.94488559995112,30.0639949854518,0.000977517106549364,"g2","0.5"
"var","2.5%",0.6,"rich",0.878419400659824,1.61888452792797,3.17279898754429,0.000977517106549364,"g2","0.5"
"var","2.5%",0.6,"abun",2.22319457649835,10.0813103311339,30.9271487954775,0.000977517106549364,"g2","0.5"
"var","2.5%",0.7,"rich",0.854682178068487,1.63500857236681,3.34390101875611,0.000977517106549364,"g2","0.5"
"var","2.5%",0.7,"abun",2.13608677659916,10.9829892931329,30.3057307656326,0.000977517106549364,"g2","0.5"
"var","2.5%",0.8,"rich",0.834064561950147,1.62145232408511,3.39896100623167,0.000977517106549364,"g2","0.5"
"var","2.5%",0.8,"abun",2.26260670114705,11.5998839198436,28.6049633096973,0.000977517106549364,"g2","0.5"
"var","2.5%",0.9,"rich",0.808564920882209,1.56389374942724,3.51654686354472,0.000977517106549364,"g2","0.5"
"var","2.5%",0.9,"abun",2.23390819739736,12.9763010571313,23.6967298998045,0.000977517106549364,"g2","0.5"
"var","2.5%",1,"rich",0.802003981663918,1.60945184582722,3.68803839809384,0.000977517106549364,"g2","0.5"
"var","2.5%",1,"abun",2.33504780669599,14.4520963159824,17.351795996762,0.000977517106549364,"g2","0.5"
"var","50%",0.1,"rich",1.15056197687561,1.88527443029081,1.09827817616691,0.000977517106549364,"g2","0.5"
"var","50%",0.1,"abun",1.89000211922654,5.26555579102517,7.63534173005254,0.000977517106549364,"g2","0.5"
"var","50%",0.2,"rich",1.1111830248045,1.85793545332356,2.03816469254032,0.000977517106549364,"g2","0.5"
"var","50%",0.2,"abun",2.02830790261486,6.65438040307307,16.7388497182001,0.000977517106549364,"g2","0.5"
"var","50%",0.3,"rich",1.06880708547165,1.89166170271261,2.78535624007209,0.000977517106549364,"g2","0.5"
"var","50%",0.3,"abun",2.14447015518084,7.80701053503788,24.0014004078079,0.000977517106549364,"g2","0.5"
"var","50%",0.4,"rich",1.06095735581623,1.92243583134775,3.24473582218353,0.000977517106549364,"g2","0.5"
"var","50%",0.4,"abun",2.24595771856672,9.16104117027126,29.8626960761852,0.000977517106549364,"g2","0.5"
"var","50%",0.5,"rich",1.01986727150538,1.90351218841642,3.52934603723729,0.000977517106549364,"g2","0.5"
"var","50%",0.5,"abun",2.32061320106305,10.3871860299059,32.5589350218414,0.000977517106549364,"g2","0.5"
"var","50%",0.6,"rich",0.986820224676197,1.92032471896383,3.75710990957967,0.000977517106549364,"g2","0.5"
"var","50%",0.6,"abun",2.39460714122067,11.7022534442204,34.1243828468658,0.000977517106549364,"g2","0.5"
"var","50%",0.7,"rich",0.965983550219941,1.91455125855327,3.8600121998717,0.000977517106549364,"g2","0.5"
"var","50%",0.7,"abun",2.51353918468964,13.0025344803886,33.3068477746212,0.000977517106549364,"g2","0.5"
"var","50%",0.8,"rich",0.93864170943304,1.88558038168988,4.04107767442571,0.000977517106549364,"g2","0.5"
"var","50%",0.8,"abun",2.56891781983138,13.9502645214748,31.2558173723118,0.000977517106549364,"g2","0.5"
"var","50%",0.9,"rich",0.94342762936828,1.8782332523827,4.19469916529203,0.000977517106549364,"g2","0.5"
"var","50%",0.9,"abun",2.71215080492424,15.5096176609848,26.4837101165384,0.000977517106549364,"g2","0.5"
"var","50%",1,"rich",0.917524857954545,1.85162884515518,4.36237580568793,0.000977517106549364,"g2","0.5"
"var","50%",1,"abun",2.76972408052297,16.8138899071359,19.8787496945259,0.000977517106549364,"g2","0.5"
"var","97.5%",0.1,"rich",1.3223255742913,2.11884701189058,1.22923348912512,0.000977517106549364,"g2","0.5"
"var","97.5%",0.1,"abun",2.11511218536168,5.89248550429955,8.15714768813386,0.000977517106549364,"g2","0.5"
"var","97.5%",0.2,"rich",1.23815034957692,2.06706798326002,2.28617526862628,0.000977517106549364,"g2","0.5"
"var","97.5%",0.2,"abun",2.26677129154448,7.54301612235001,18.2556953019993,0.000977517106549364,"g2","0.5"
"var","97.5%",0.3,"rich",1.22096468719453,2.07610581622678,3.15479966626955,0.000977517106549364,"g2","0.5"
"var","97.5%",0.3,"abun",2.56237520905883,8.85934674364614,26.2330548030074,0.000977517106549364,"g2","0.5"
"var","97.5%",0.4,"rich",1.21020188019306,2.23751997514205,3.69878898613148,0.000977517106549364,"g2","0.5"
"var","97.5%",0.4,"abun",2.58239096961296,10.26039528348,32.3809401108489,0.000977517106549364,"g2","0.5"
"var","97.5%",0.5,"rich",1.13499845353739,2.27127569800831,4.04234517713679,0.000977517106549364,"g2","0.5"
"var","97.5%",0.5,"abun",2.68646625656769,11.9032888820794,35.22120379227,0.000977517106549364,"g2","0.5"
"var","97.5%",0.6,"rich",1.13865094525141,2.25310679088007,4.32713669583944,0.000977517106549364,"g2","0.5"
"var","97.5%",0.6,"abun",2.87320011321634,12.6173760109283,36.9409866049609,0.000977517106549364,"g2","0.5"
"var","97.5%",0.7,"rich",1.11743586475898,2.28284469410588,4.57416386012341,0.000977517106549364,"g2","0.5"
"var","97.5%",0.7,"abun",3.01850542980205,14.2573227152447,35.6666580990729,0.000977517106549364,"g2","0.5"
"var","97.5%",0.8,"rich",1.10801499591428,2.2542491685377,4.62323531433284,0.000977517106549364,"g2","0.5"
"var","97.5%",0.8,"abun",3.1093517076002,16.0312015059873,33.4174633096973,0.000977517106549364,"g2","0.5"
"var","97.5%",0.9,"rich",1.11582508553275,2.13563842176808,4.82276717528104,0.000977517106549364,"g2","0.5"
"var","97.5%",0.9,"abun",3.20841084738514,17.5695941585716,28.9207103800098,0.000977517106549364,"g2","0.5"
"var","97.5%",1,"rich",1.07251382270283,2.13847610906189,5.05883125610948,0.000977517106549364,"g2","0.5"
"var","97.5%",1,"abun",3.35201784732405,19.1311751349814,22.0512537802419,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.1,"rich",1.04833984375,1.8311767578125,2.4441650390625,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.1,"abun",1.254150390625,2.72783203125,5.2013916015625,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.2,"rich",0.979833984375,1.813037109375,4.948876953125,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.2,"abun",1.222900390625,2.95341796875,14.8705322265625,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.3,"rich",0.924609375,1.7825927734375,6.354541015625,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.3,"abun",1.1980712890625,3.0900390625,24.794384765625,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.4,"rich",0.88359375,1.6979736328125,7.2983642578125,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.4,"abun",1.174609375,3.11123046875,34.7029541015625,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.5,"rich",0.84140625,1.668701171875,8.0970703125,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.5,"abun",1.155126953125,3.211328125,44.7248779296875,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.6,"rich",0.8283447265625,1.6326171875,8.6695556640625,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.6,"abun",1.13662109375,3.3188720703125,54.529345703125,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.7,"rich",0.798291015625,1.6059326171875,9.098388671875,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.7,"abun",1.126220703125,3.4225830078125,64.47236328125,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.8,"rich",0.7877685546875,1.578271484375,9.5062255859375,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.8,"abun",1.15615234375,3.44794921875,74.345703125,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.9,"rich",0.771728515625,1.5451416015625,9.85634765625,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.9,"abun",1.12744140625,3.54619140625,84.24541015625,0.000977517106549364,"g2","0.6"
"mean","2.5%",1,"rich",0.7692138671875,1.5076416015625,10.1557861328125,0.000977517106549364,"g2","0.6"
"mean","2.5%",1,"abun",1.142529296875,3.638525390625,94.219140625,0.000977517106549364,"g2","0.6"
"mean","50%",0.1,"rich",1.18798828125,2.07470703125,2.5380859375,0.000977517106549364,"g2","0.6"
"mean","50%",0.1,"abun",1.40869140625,3.05908203125,5.48486328125,0.000977517106549364,"g2","0.6"
"mean","50%",0.2,"rich",1.083984375,2.033203125,5.1767578125,0.000977517106549364,"g2","0.6"
"mean","50%",0.2,"abun",1.3388671875,3.3251953125,15.3603515625,0.000977517106549364,"g2","0.6"
"mean","50%",0.3,"rich",1.021484375,1.9521484375,6.7626953125,0.000977517106549364,"g2","0.6"
"mean","50%",0.3,"abun",1.30322265625,3.41259765625,25.314453125,0.000977517106549364,"g2","0.6"
"mean","50%",0.4,"rich",0.9736328125,1.88232421875,7.849609375,0.000977517106549364,"g2","0.6"
"mean","50%",0.4,"abun",1.29638671875,3.49951171875,35.193359375,0.000977517106549364,"g2","0.6"
"mean","50%",0.5,"rich",0.9326171875,1.841796875,8.63916015625,0.000977517106549364,"g2","0.6"
"mean","50%",0.5,"abun",1.26953125,3.57861328125,45.13720703125,0.000977517106549364,"g2","0.6"
"mean","50%",0.6,"rich",0.927734375,1.79296875,9.25732421875,0.000977517106549364,"g2","0.6"
"mean","50%",0.6,"abun",1.27294921875,3.7001953125,55.05224609375,0.000977517106549364,"g2","0.6"
"mean","50%",0.7,"rich",0.90966796875,1.75390625,9.7421875,0.000977517106549364,"g2","0.6"
"mean","50%",0.7,"abun",1.2783203125,3.77978515625,64.97900390625,0.000977517106549364,"g2","0.6"
"mean","50%",0.8,"rich",0.90380859375,1.72998046875,10.169921875,0.000977517106549364,"g2","0.6"
"mean","50%",0.8,"abun",1.27978515625,3.85302734375,74.86669921875,0.000977517106549364,"g2","0.6"
"mean","50%",0.9,"rich",0.89306640625,1.6904296875,10.5361328125,0.000977517106549364,"g2","0.6"
"mean","50%",0.9,"abun",1.29443359375,3.96435546875,84.78271484375,0.000977517106549364,"g2","0.6"
"mean","50%",1,"rich",0.88818359375,1.67626953125,10.84375,0.000977517106549364,"g2","0.6"
"mean","50%",1,"abun",1.2998046875,4.03369140625,94.63330078125,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.1,"rich",1.2844970703125,2.3298095703125,2.68330078125,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.1,"abun",1.5322265625,3.39189453125,5.951611328125,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.2,"rich",1.1591796875,2.2412353515625,5.3261474609375,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.2,"abun",1.438134765625,3.6638427734375,15.943603515625,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.3,"rich",1.100146484375,2.095458984375,7.0908203125,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.3,"abun",1.42587890625,3.7347412109375,25.738623046875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.4,"rich",1.0719482421875,2.0061279296875,8.2705078125,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.4,"abun",1.404443359375,3.72666015625,35.7521240234375,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.5,"rich",1.0571533203125,1.97490234375,9.1271728515625,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.5,"abun",1.4333251953125,3.8966064453125,45.524853515625,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.6,"rich",1.0223876953125,1.9404052734375,9.7752685546875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.6,"abun",1.4345703125,3.9905029296875,55.43076171875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.7,"rich",1.019140625,1.9319091796875,10.2875732421875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.7,"abun",1.435546875,4.043359375,65.5444091796875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.8,"rich",0.9845703125,1.8462158203125,10.741064453125,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.8,"abun",1.4167236328125,4.1642333984375,75.2577880859375,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.9,"rich",0.998779296875,1.8431396484375,11.071484375,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.9,"abun",1.455078125,4.284912109375,85.1895263671875,0.000977517106549364,"g2","0.6"
"mean","97.5%",1,"rich",0.9780517578125,1.8314208984375,11.40380859375,0.000977517106549364,"g2","0.6"
"mean","97.5%",1,"abun",1.4646240234375,4.3808837890625,95.079296875,0.000977517106549364,"g2","0.6"
"var","2.5%",0.1,"rich",1.02077703541208,1.57283559670546,1.01854478345705,0.000977517106549364,"g2","0.6"
"var","2.5%",0.1,"abun",1.68626142186736,4.64650220227731,7.06734083367699,0.000977517106549364,"g2","0.6"
"var","2.5%",0.2,"rich",0.94914608057643,1.6964341626955,1.86603455007484,0.000977517106549364,"g2","0.6"
"var","2.5%",0.2,"abun",1.69425319697733,6.04106151770986,15.7213121878437,0.000977517106549364,"g2","0.6"
"var","2.5%",0.3,"rich",0.964233279111681,1.66512669538123,2.39072332447458,0.000977517106549364,"g2","0.6"
"var","2.5%",0.3,"abun",1.88476657960655,6.95438508064516,22.0892595307918,0.000977517106549364,"g2","0.6"
"var","2.5%",0.4,"rich",0.91567082111437,1.68835282162604,2.68229844437317,0.000977517106549364,"g2","0.6"
"var","2.5%",0.4,"abun",1.93733864762799,7.90450610089046,26.94845353739,0.000977517106549364,"g2","0.6"
"var","2.5%",0.5,"rich",0.854498010599951,1.75750053457967,2.94347402324658,0.000977517106549364,"g2","0.6"
"var","2.5%",0.5,"abun",2.01908602150538,8.97768242053855,29.6226314540949,0.000977517106549364,"g2","0.6"
"var","2.5%",0.6,"rich",0.874822061339198,1.67787155196114,3.08768493115378,0.000977517106549364,"g2","0.6"
"var","2.5%",0.6,"abun",2.07492974095797,10.2803262272422,31.6019961538902,0.000977517106549364,"g2","0.6"
"var","2.5%",0.7,"rich",0.82127436155914,1.68557856793744,3.30896566471163,0.000977517106549364,"g2","0.6"
"var","2.5%",0.7,"abun",2.09446416502474,11.084920557643,30.2693137190326,0.000977517106549364,"g2","0.6"
"var","2.5%",0.8,"rich",0.835848148826979,1.6346012417522,3.43844685037115,0.000977517106549364,"g2","0.6"
"var","2.5%",0.8,"abun",2.25186892870235,11.7510630498534,28.3084950198176,0.000977517106549364,"g2","0.6"
"var","2.5%",0.9,"rich",0.802887398429863,1.63526844013471,3.53876731178977,0.000977517106549364,"g2","0.6"
"var","2.5%",0.9,"abun",2.19168833623534,13.19043916197,23.9792736541957,0.000977517106549364,"g2","0.6"
"var","2.5%",1,"rich",0.802003981663918,1.60945184582722,3.68803839809384,0.000977517106549364,"g2","0.6"
"var","2.5%",1,"abun",2.33504780669599,14.4520963159824,17.351795996762,0.000977517106549364,"g2","0.6"
"var","50%",0.1,"rich",1.16441188599707,1.9091496173937,1.10647824642595,0.000977517106549364,"g2","0.6"
"var","50%",0.1,"abun",1.88343108504399,5.24799437163978,7.63924559353617,0.000977517106549364,"g2","0.6"
"var","50%",0.2,"rich",1.10117445243768,1.87907378344941,2.06233342115714,0.000977517106549364,"g2","0.6"
"var","50%",0.2,"abun",1.99889265640274,6.73090357328324,16.6745798776576,0.000977517106549364,"g2","0.6"
"var","50%",0.3,"rich",1.09040458134775,1.87507398200758,2.79970015808284,0.000977517106549364,"g2","0.6"
"var","50%",0.3,"abun",2.16916725852273,7.80819615637219,24.1916577888258,0.000977517106549364,"g2","0.6"
"var","50%",0.4,"rich",1.03495148689516,1.90010185651882,3.21552677098607,0.000977517106549364,"g2","0.6"
"var","50%",0.4,"abun",2.24654718811095,9.17728857374145,29.2856521681024,0.000977517106549364,"g2","0.6"
"var","50%",0.5,"rich",1.00690896490103,1.90588152187195,3.47723024728128,0.000977517106549364,"g2","0.6"
"var","50%",0.5,"abun",2.31591653684018,10.2741200436828,32.3480800953079,0.000977517106549364,"g2","0.6"
"var","50%",0.6,"rich",0.990296424425709,1.88705858993157,3.6788240583761,0.000977517106549364,"g2","0.6"
"var","50%",0.6,"abun",2.41459994348729,11.5355624350868,34.0084883614369,0.000977517106549364,"g2","0.6"
"var","50%",0.7,"rich",0.972192311217009,1.88782752550709,3.79628600775904,0.000977517106549364,"g2","0.6"
"var","50%",0.7,"abun",2.50126676289101,12.7838646673387,33.1731804244563,0.000977517106549364,"g2","0.6"
"var","50%",0.8,"rich",0.962176101997801,1.88389979685973,4.08058358916789,0.000977517106549364,"g2","0.6"
"var","50%",0.8,"abun",2.64405346942204,13.904809498717,30.3732335005804,0.000977517106549364,"g2","0.6"
"var","50%",0.9,"rich",0.942688286595797,1.88441146597019,4.15411502245235,0.000977517106549364,"g2","0.6"
"var","50%",0.9,"abun",2.69530295393451,15.3354706973974,26.1762790773155,0.000977517106549364,"g2","0.6"
"var","50%",1,"rich",0.917524857954545,1.85162884515518,4.36237580568793,0.000977517106549364,"g2","0.6"
"var","50%",1,"abun",2.76972408052297,16.8138899071359,19.8787496945259,0.000977517106549364,"g2","0.6"
"var","97.5%",0.1,"rich",1.27641918969178,2.20601001191349,1.22551529661535,0.000977517106549364,"g2","0.6"
"var","97.5%",0.1,"abun",2.1035389173998,6.0358233290567,8.54618768328446,0.000977517106549364,"g2","0.6"
"var","97.5%",0.2,"rich",1.28526171015854,2.09675440932765,2.24252626599921,0.000977517106549364,"g2","0.6"
"var","97.5%",0.2,"abun",2.32150454106336,7.49298593291789,18.1217294463664,0.000977517106549364,"g2","0.6"
"var","97.5%",0.3,"rich",1.16299295882209,2.16516705137311,3.16031051441838,0.000977517106549364,"g2","0.6"
"var","97.5%",0.3,"abun",2.43066017247831,8.90876748839198,26.293636019978,0.000977517106549364,"g2","0.6"
"var","97.5%",0.4,"rich",1.1987472459601,2.16786257388655,3.74605582825483,0.000977517106549364,"g2","0.6"
"var","97.5%",0.4,"abun",2.58907894309781,10.0908420775293,32.1002382697947,0.000977517106549364,"g2","0.6"
"var","97.5%",0.5,"rich",1.19288410026424,2.24177434628543,4.02375366568915,0.000977517106549364,"g2","0.6"
"var","97.5%",0.5,"abun",2.79424446232741,11.5844906983138,35.1954226377306,0.000977517106549364,"g2","0.6"
"var","97.5%",0.6,"rich",1.12389182112201,2.14628161656892,4.24248600546799,0.000977517106549364,"g2","0.6"
"var","97.5%",0.6,"abun",2.93187514796402,12.744932662054,36.660396166491,0.000977517106549364,"g2","0.6"
"var","97.5%",0.7,"rich",1.15004866106885,2.23049108779326,4.55679376775568,0.000977517106549364,"g2","0.6"
"var","97.5%",0.7,"abun",2.99557654417155,14.6478507988148,36.2683078501115,0.000977517106549364,"g2","0.6"
"var","97.5%",0.8,"rich",1.09878144473974,2.15009887337335,4.67420488433987,0.000977517106549364,"g2","0.6"
"var","97.5%",0.8,"abun",3.07290597507331,16.173337361773,32.8058553656525,0.000977517106549364,"g2","0.6"
"var","97.5%",0.9,"rich",1.10098171737537,2.18627161229228,4.80287467829759,0.000977517106549364,"g2","0.6"
"var","97.5%",0.9,"abun",3.25746884164223,17.6114375229106,28.815006414956,0.000977517106549364,"g2","0.6"
"var","97.5%",1,"rich",1.07251382270283,2.13847610906189,5.05883125610948,0.000977517106549364,"g2","0.6"
"var","97.5%",1,"abun",3.35201784732405,19.1311751349814,22.0512537802419,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.1,"rich",1.1046142578125,1.8274169921875,2.438916015625,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.1,"abun",1.307080078125,2.704931640625,5.106689453125,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.2,"rich",0.973974609375,1.7994873046875,4.9240478515625,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.2,"abun",1.231787109375,2.899560546875,14.9708740234375,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.3,"rich",0.9042724609375,1.8007080078125,6.360400390625,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.3,"abun",1.1845947265625,3.1332275390625,24.8627197265625,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.4,"rich",0.8727294921875,1.7206298828125,7.3342041015625,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.4,"abun",1.1454345703125,3.116943359375,34.7626220703125,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.5,"rich",0.8281494140625,1.6570068359375,8.0722900390625,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.5,"abun",1.1439208984375,3.2201171875,44.7578369140625,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.6,"rich",0.8209716796875,1.6489990234375,8.651513671875,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.6,"abun",1.14833984375,3.32412109375,54.5226806640625,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.7,"rich",0.8053466796875,1.6023681640625,9.1296875,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.7,"abun",1.1617919921875,3.404736328125,64.499462890625,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.8,"rich",0.7809326171875,1.568603515625,9.5294189453125,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.8,"abun",1.1416259765625,3.473876953125,74.2585693359375,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.9,"rich",0.7705322265625,1.5333251953125,9.869677734375,0.000977517106549364,"g2","0.7"
"mean","2.5%",0.9,"abun",1.14541015625,3.5552001953125,84.2656494140625,0.000977517106549364,"g2","0.7"
"mean","2.5%",1,"rich",0.7692138671875,1.5076416015625,10.1557861328125,0.000977517106549364,"g2","0.7"
"mean","2.5%",1,"abun",1.142529296875,3.638525390625,94.219140625,0.000977517106549364,"g2","0.7"
"mean","50%",0.1,"rich",1.17724609375,2.08154296875,2.54345703125,0.000977517106549364,"g2","0.7"
"mean","50%",0.1,"abun",1.39892578125,3.06396484375,5.5361328125,0.000977517106549364,"g2","0.7"
"mean","50%",0.2,"rich",1.07763671875,2.04443359375,5.17578125,0.000977517106549364,"g2","0.7"
"mean","50%",0.2,"abun",1.341796875,3.3271484375,15.32080078125,0.000977517106549364,"g2","0.7"
"mean","50%",0.3,"rich",1.0283203125,1.9482421875,6.77099609375,0.000977517106549364,"g2","0.7"
"mean","50%",0.3,"abun",1.31103515625,3.40625,25.2578125,0.000977517106549364,"g2","0.7"
"mean","50%",0.4,"rich",0.96728515625,1.90869140625,7.87646484375,0.000977517106549364,"g2","0.7"
"mean","50%",0.4,"abun",1.2939453125,3.5244140625,35.20703125,0.000977517106549364,"g2","0.7"
"mean","50%",0.5,"rich",0.939453125,1.82421875,8.62548828125,0.000977517106549364,"g2","0.7"
"mean","50%",0.5,"abun",1.28369140625,3.58056640625,45.1357421875,0.000977517106549364,"g2","0.7"
"mean","50%",0.6,"rich",0.92578125,1.78564453125,9.2353515625,0.000977517106549364,"g2","0.7"
"mean","50%",0.6,"abun",1.265625,3.68798828125,55.04150390625,0.000977517106549364,"g2","0.7"
"mean","50%",0.7,"rich",0.91845703125,1.7568359375,9.73681640625,0.000977517106549364,"g2","0.7"
"mean","50%",0.7,"abun",1.29443359375,3.74169921875,64.966796875,0.000977517106549364,"g2","0.7"
"mean","50%",0.8,"rich",0.8955078125,1.72265625,10.17578125,0.000977517106549364,"g2","0.7"
"mean","50%",0.8,"abun",1.2900390625,3.84814453125,74.814453125,0.000977517106549364,"g2","0.7"
"mean","50%",0.9,"rich",0.88818359375,1.701171875,10.5244140625,0.000977517106549364,"g2","0.7"
"mean","50%",0.9,"abun",1.29150390625,3.9521484375,84.71337890625,0.000977517106549364,"g2","0.7"
"mean","50%",1,"rich",0.88818359375,1.67626953125,10.84375,0.000977517106549364,"g2","0.7"
"mean","50%",1,"abun",1.2998046875,4.03369140625,94.63330078125,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.1,"rich",1.2779541015625,2.316015625,2.63125,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.1,"abun",1.52548828125,3.3977294921875,6.0072021484375,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.2,"rich",1.1645751953125,2.2607421875,5.398095703125,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.2,"abun",1.4694580078125,3.7001953125,15.8065673828125,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.3,"rich",1.1148681640625,2.1375732421875,7.096044921875,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.3,"abun",1.4388671875,3.78203125,25.6642822265625,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.4,"rich",1.0700927734375,2.0324951171875,8.193212890625,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.4,"abun",1.403955078125,3.8676513671875,35.6033203125,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.5,"rich",1.0490966796875,1.9709716796875,9.108837890625,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.5,"abun",1.408935546875,3.916064453125,45.5570556640625,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.6,"rich",1.032958984375,1.9158935546875,9.7468017578125,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.6,"abun",1.411474609375,4.021826171875,55.603564453125,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.7,"rich",1.013427734375,1.8896484375,10.2704345703125,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.7,"abun",1.434130859375,3.999560546875,65.3915771484375,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.8,"rich",0.9866455078125,1.881396484375,10.6943115234375,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.8,"abun",1.4167236328125,4.13193359375,75.2472412109375,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.9,"rich",0.98291015625,1.8730224609375,11.0753662109375,0.000977517106549364,"g2","0.7"
"mean","97.5%",0.9,"abun",1.4569580078125,4.253857421875,85.178564453125,0.000977517106549364,"g2","0.7"
"mean","97.5%",1,"rich",0.9780517578125,1.8314208984375,11.40380859375,0.000977517106549364,"g2","0.7"
"mean","97.5%",1,"abun",1.4646240234375,4.3808837890625,95.079296875,0.000977517106549364,"g2","0.7"
"var","2.5%",0.1,"rich",1.03793854624878,1.67386525919477,0.983385645772238,0.000977517106549364,"g2","0.7"
"var","2.5%",0.1,"abun",1.71228915127841,4.4910300395589,7.0044631674609,0.000977517106549364,"g2","0.7"
"var","2.5%",0.2,"rich",0.937884038214809,1.66565552354442,1.84466181631079,0.000977517106549364,"g2","0.7"
"var","2.5%",0.2,"abun",1.73329970731763,5.66395100195503,15.3934708491798,0.000977517106549364,"g2","0.7"
"var","2.5%",0.3,"rich",0.948594986215481,1.67722051029448,2.35266697977761,0.000977517106549364,"g2","0.7"
"var","2.5%",0.3,"abun",1.87760815214901,6.86034996353403,22.2046024684216,0.000977517106549364,"g2","0.7"
"var","2.5%",0.4,"rich",0.90367482950727,1.67924112597752,2.7537904323604,0.000977517106549364,"g2","0.7"
"var","2.5%",0.4,"abun",1.9528165666239,7.68455522971652,27.8248336836739,0.000977517106549364,"g2","0.7"
"var","2.5%",0.5,"rich",0.830968486528592,1.67650999663978,3.01581811690494,0.000977517106549364,"g2","0.7"
"var","2.5%",0.5,"abun",2.00089885752688,8.89634042033236,29.5384270900156,0.000977517106549364,"g2","0.7"
"var","2.5%",0.6,"rich",0.84920941872098,1.66703247189638,3.13838511119257,0.000977517106549364,"g2","0.7"
"var","2.5%",0.6,"abun",2.03988412985704,9.8571185726341,31.5955929872694,0.000977517106549364,"g2","0.7"
"var","2.5%",0.7,"rich",0.849926423700208,1.62149174933559,3.26363065986223,0.000977517106549364,"g2","0.7"
"var","2.5%",0.7,"abun",2.18164520711144,10.8846830276683,30.2480300500596,0.000977517106549364,"g2","0.7"
