"cross_space","cross_run","p_obs","comm_stat","(0,0.33]","(0.33,0.66]","(0.66,1]","land_het","d","hp"
"var","97.5%",1,"abun",3.35201784732405,19.1311751349814,22.0512537802419,0.000977517106549364,"g1","0.5"
"mean","2.5%",0.1,"rich",1.07587890625,1.8197021484375,2.441845703125,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.1,"abun",1.2700927734375,2.737646484375,5.1271484375,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.2,"rich",0.9796875,1.8008056640625,4.918408203125,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.2,"abun",1.222265625,2.90908203125,14.89736328125,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.3,"rich",0.925244140625,1.7552978515625,6.3483642578125,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.3,"abun",1.16962890625,3.01513671875,24.8345703125,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.4,"rich",0.867626953125,1.7168212890625,7.3222900390625,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.4,"abun",1.1678955078125,3.1349365234375,34.8096435546875,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.5,"rich",0.8474853515625,1.6934814453125,8.097900390625,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.5,"abun",1.1627685546875,3.3150146484375,44.722802734375,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.6,"rich",0.8203125,1.6291748046875,8.654296875,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.6,"abun",1.1473876953125,3.2906005859375,54.4488525390625,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.7,"rich",0.7949462890625,1.572412109375,9.136767578125,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.7,"abun",1.1641845703125,3.3553466796875,64.29619140625,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.8,"rich",0.7863525390625,1.5666259765625,9.5021484375,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.8,"abun",1.1623291015625,3.4951416015625,74.390966796875,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.9,"rich",0.7799560546875,1.53203125,9.842236328125,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.9,"abun",1.1494873046875,3.55458984375,84.334619140625,0.000977517106549364,"g1","0.6"
"mean","2.5%",1,"rich",0.7692138671875,1.5076416015625,10.1557861328125,0.000977517106549364,"g1","0.6"
"mean","2.5%",1,"abun",1.142529296875,3.638525390625,94.219140625,0.000977517106549364,"g1","0.6"
"mean","50%",0.1,"rich",1.177734375,2.0927734375,2.5361328125,0.000977517106549364,"g1","0.6"
"mean","50%",0.1,"abun",1.40283203125,3.109375,5.50927734375,0.000977517106549364,"g1","0.6"
"mean","50%",0.2,"rich",1.06591796875,2.04833984375,5.1689453125,0.000977517106549364,"g1","0.6"
"mean","50%",0.2,"abun",1.32421875,3.31103515625,15.3369140625,0.000977517106549364,"g1","0.6"
"mean","50%",0.3,"rich",1.01123046875,1.95068359375,6.76953125,0.000977517106549364,"g1","0.6"
"mean","50%",0.3,"abun",1.310546875,3.41943359375,25.3017578125,0.000977517106549364,"g1","0.6"
"mean","50%",0.4,"rich",0.970703125,1.88818359375,7.82177734375,0.000977517106549364,"g1","0.6"
"mean","50%",0.4,"abun",1.2783203125,3.4951171875,35.1591796875,0.000977517106549364,"g1","0.6"
"mean","50%",0.5,"rich",0.93701171875,1.83935546875,8.64013671875,0.000977517106549364,"g1","0.6"
"mean","50%",0.5,"abun",1.2646484375,3.6025390625,45.1083984375,0.000977517106549364,"g1","0.6"
"mean","50%",0.6,"rich",0.9287109375,1.80078125,9.23486328125,0.000977517106549364,"g1","0.6"
"mean","50%",0.6,"abun",1.283203125,3.71337890625,54.939453125,0.000977517106549364,"g1","0.6"
"mean","50%",0.7,"rich",0.90673828125,1.76318359375,9.75341796875,0.000977517106549364,"g1","0.6"
"mean","50%",0.7,"abun",1.28759765625,3.80908203125,64.9404296875,0.000977517106549364,"g1","0.6"
"mean","50%",0.8,"rich",0.896484375,1.72802734375,10.18505859375,0.000977517106549364,"g1","0.6"
"mean","50%",0.8,"abun",1.27490234375,3.87939453125,74.8427734375,0.000977517106549364,"g1","0.6"
"mean","50%",0.9,"rich",0.89501953125,1.7041015625,10.54150390625,0.000977517106549364,"g1","0.6"
"mean","50%",0.9,"abun",1.2919921875,3.98388671875,84.74755859375,0.000977517106549364,"g1","0.6"
"mean","50%",1,"rich",0.88818359375,1.67626953125,10.84375,0.000977517106549364,"g1","0.6"
"mean","50%",1,"abun",1.2998046875,4.03369140625,94.63330078125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.1,"rich",1.30595703125,2.307470703125,2.6232421875,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.1,"abun",1.57626953125,3.405078125,5.9504150390625,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.2,"rich",1.1690185546875,2.2494140625,5.3403564453125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.2,"abun",1.4326904296875,3.6794189453125,15.7574951171875,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.3,"rich",1.0969970703125,2.117333984375,7.12412109375,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.3,"abun",1.4105712890625,3.7178955078125,25.8292236328125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.4,"rich",1.0798583984375,2.0450927734375,8.2623291015625,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.4,"abun",1.4446533203125,3.8562255859375,35.69765625,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.5,"rich",1.0391357421875,1.9903076171875,9.0917724609375,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.5,"abun",1.4021240234375,3.885791015625,45.7044189453125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.6,"rich",1.0150634765625,1.9309326171875,9.7847900390625,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.6,"abun",1.41083984375,4.0428466796875,55.5523681640625,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.7,"rich",1.01796875,1.9123779296875,10.276220703125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.7,"abun",1.427734375,4.054248046875,65.4126220703125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.8,"rich",0.9862060546875,1.8676025390625,10.7108642578125,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.8,"abun",1.4150146484375,4.197998046875,75.2688232421875,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.9,"rich",0.9823486328125,1.8469970703125,11.0736572265625,0.000977517106549364,"g1","0.6"
"mean","97.5%",0.9,"abun",1.432958984375,4.2530029296875,85.2320068359375,0.000977517106549364,"g1","0.6"
"mean","97.5%",1,"rich",0.9780517578125,1.8314208984375,11.40380859375,0.000977517106549364,"g1","0.6"
"mean","97.5%",1,"abun",1.4646240234375,4.3808837890625,95.079296875,0.000977517106549364,"g1","0.6"
"var","2.5%",0.1,"rich",1.04983807486406,1.67304133828201,0.97829628028012,0.000977517106549364,"g1","0.6"
"var","2.5%",0.1,"abun",1.69616591825513,4.46552342986315,6.94864178580156,0.000977517106549364,"g1","0.6"
"var","2.5%",0.2,"rich",1.00280594662604,1.63217370116233,1.89116358901515,0.000977517106549364,"g1","0.6"
"var","2.5%",0.2,"abun",1.73408269947458,5.84331997361468,15.7919441469254,0.000977517106549364,"g1","0.6"
"var","2.5%",0.3,"rich",0.928778141801075,1.66022211785191,2.38080057123656,0.000977517106549364,"g1","0.6"
"var","2.5%",0.3,"abun",1.81435200830126,6.73777442551778,22.3469322525278,0.000977517106549364,"g1","0.6"
"var","2.5%",0.4,"rich",0.873723022818915,1.67123935136394,2.67792720552297,0.000977517106549364,"g1","0.6"
"var","2.5%",0.4,"abun",1.86908898078568,7.90744230358016,27.7104561635126,0.000977517106549364,"g1","0.6"
"var","2.5%",0.5,"rich",0.884457668927175,1.67187977303275,2.9155040513502,0.000977517106549364,"g1","0.6"
"var","2.5%",0.5,"abun",2.01140170129979,8.94346483515854,30.130892022544,0.000977517106549364,"g1","0.6"
"var","2.5%",0.6,"rich",0.841561278103617,1.72600768267351,3.19091751531189,0.000977517106549364,"g1","0.6"
"var","2.5%",0.6,"abun",2.04207416433743,9.9903968490347,31.2783972537879,0.000977517106549364,"g1","0.6"
"var","2.5%",0.7,"rich",0.834570026118035,1.65430028771841,3.16841044645039,0.000977517106549364,"g1","0.6"
"var","2.5%",0.7,"abun",2.21980999511241,11.0044528577102,30.271618616546,0.000977517106549364,"g1","0.6"
"var","2.5%",0.8,"rich",0.808424211876833,1.65420084158113,3.35603256449322,0.000977517106549364,"g1","0.6"
"var","2.5%",0.8,"abun",2.19566615786138,12.0822762736361,28.4352222371777,0.000977517106549364,"g1","0.6"
"var","2.5%",0.9,"rich",0.795305435911535,1.6093538793301,3.53596745078049,0.000977517106549364,"g1","0.6"
"var","2.5%",0.9,"abun",2.23034999694526,13.0972576779005,23.929649888502,0.000977517106549364,"g1","0.6"
"var","2.5%",1,"rich",0.802003981663918,1.60945184582722,3.68803839809384,0.000977517106549364,"g1","0.6"
"var","2.5%",1,"abun",2.33504780669599,14.4520963159824,17.351795996762,0.000977517106549364,"g1","0.6"
"var","50%",0.1,"rich",1.14467062255621,1.91235566348974,1.09830824627322,0.000977517106549364,"g1","0.6"
"var","50%",0.1,"abun",1.88157914833822,5.38817118386486,7.43946935331134,0.000977517106549364,"g1","0.6"
"var","50%",0.2,"rich",1.11215815539467,1.85885903516007,2.06493901973363,0.000977517106549364,"g1","0.6"
"var","50%",0.2,"abun",2.02450045439272,6.60580668071847,17.0640058918316,0.000977517106549364,"g1","0.6"
"var","50%",0.3,"rich",1.077704495815,1.87987947137708,2.79500158464687,0.000977517106549364,"g1","0.6"
"var","50%",0.3,"abun",2.15286639708578,7.86086705003666,24.2280497770039,0.000977517106549364,"g1","0.6"
"var","50%",0.4,"rich",1.0359519145589,1.92315417277615,3.20729615331745,0.000977517106549364,"g1","0.6"
"var","50%",0.4,"abun",2.20899535297532,9.06047193838587,29.7979432047287,0.000977517106549364,"g1","0.6"
"var","50%",0.5,"rich",1.0202137936828,1.90439997250733,3.51910263165934,0.000977517106549364,"g1","0.6"
"var","50%",0.5,"abun",2.31215968276515,10.3826592856488,32.4110220781403,0.000977517106549364,"g1","0.6"
"var","50%",0.6,"rich",0.975645123106061,1.92237712304497,3.72427669461755,0.000977517106549364,"g1","0.6"
"var","50%",0.6,"abun",2.39298001435728,11.690641610154,33.7571132507026,0.000977517106549364,"g1","0.6"
"var","50%",0.7,"rich",0.958728063141496,1.92077052022239,3.86870723362659,0.000977517106549364,"g1","0.6"
"var","50%",0.7,"abun",2.47102864583333,12.9744141579607,33.4455392190555,0.000977517106549364,"g1","0.6"
"var","50%",0.8,"rich",0.951868260477762,1.89452647696725,4.05489703613759,0.000977517106549364,"g1","0.6"
"var","50%",0.8,"abun",2.56049293972996,14.1412354708883,30.8908860848912,0.000977517106549364,"g1","0.6"
"var","50%",0.9,"rich",0.923953655761241,1.87088755498534,4.16892097003299,0.000977517106549364,"g1","0.6"
"var","50%",0.9,"abun",2.68294748136608,15.3538912626772,26.1757292239431,0.000977517106549364,"g1","0.6"
"var","50%",1,"rich",0.917524857954545,1.85162884515518,4.36237580568793,0.000977517106549364,"g1","0.6"
"var","50%",1,"abun",2.76972408052297,16.8138899071359,19.8787496945259,0.000977517106549364,"g1","0.6"
"var","97.5%",0.1,"rich",1.27702369428916,2.190361910435,1.19600401698436,0.000977517106549364,"g1","0.6"
"var","97.5%",0.1,"abun",2.12688012146414,6.21671229685973,8.32522087209036,0.000977517106549364,"g1","0.6"
"var","97.5%",0.2,"rich",1.29869142534213,2.10723594150935,2.28137839458089,0.000977517106549364,"g1","0.6"
"var","97.5%",0.2,"abun",2.29591970136089,7.79720598595583,18.2132697947214,0.000977517106549364,"g1","0.6"
"var","97.5%",0.3,"rich",1.20456607404692,2.09772841825513,3.1633864715069,0.000977517106549364,"g1","0.6"
"var","97.5%",0.3,"abun",2.46158331519581,8.68883107950727,26.0437939119013,0.000977517106549364,"g1","0.6"
"var","97.5%",0.4,"rich",1.25057782334433,2.1988587917354,3.7438379192632,0.000977517106549364,"g1","0.6"
"var","97.5%",0.4,"abun",2.64452399499022,10.4760115249649,31.380878753513,0.000977517106549364,"g1","0.6"
"var","97.5%",0.5,"rich",1.14483269088313,2.21289613785282,4.07282597904448,0.000977517106549364,"g1","0.6"
"var","97.5%",0.5,"abun",2.71705807921707,11.342434552175,35.3843618980251,0.000977517106549364,"g1","0.6"
"var","97.5%",0.6,"rich",1.14507213007087,2.23635072531006,4.25975280940708,0.000977517106549364,"g1","0.6"
"var","97.5%",0.6,"abun",2.96961551789314,13.1959691977105,36.4419889418377,0.000977517106549364,"g1","0.6"
"var","97.5%",0.7,"rich",1.11220533682337,2.2048817624328,4.38939546676442,0.000977517106549364,"g1","0.6"
"var","97.5%",0.7,"abun",3.00861465588343,14.3387074102288,35.6298878480495,0.000977517106549364,"g1","0.6"
"var","97.5%",0.8,"rich",1.10671136134531,2.20189544289925,4.68757235917644,0.000977517106549364,"g1","0.6"
"var","97.5%",0.8,"abun",3.15506320927267,15.7803831456577,33.3104718190601,0.000977517106549364,"g1","0.6"
"var","97.5%",0.9,"rich",1.09132129001711,2.16630351047012,4.84266582947672,0.000977517106549364,"g1","0.6"
"var","97.5%",0.9,"abun",3.16382931348515,17.7759971581363,28.8182245845552,0.000977517106549364,"g1","0.6"
"var","97.5%",1,"rich",1.07251382270283,2.13847610906189,5.05883125610948,0.000977517106549364,"g1","0.6"
"var","97.5%",1,"abun",3.35201784732405,19.1311751349814,22.0512537802419,0.000977517106549364,"g1","0.6"
"mean","2.5%",0.1,"rich",1.07158203125,1.849072265625,2.4431640625,0.000977517106549364,"g1","0.7"
"mean","2.5%",0.1,"abun",1.2681884765625,2.704541015625,5.12587890625,0.000977517106549364,"g1","0.7"
