"cross_space","cross_run","p_obs","trans_rich","trans_abun","core_rich","core_abun","land_het","d","hp"
"var","97.5%",0.1,0.922988357618524,1.32973816574261,3.52579728739003,9.71730825772849,0.000977517106549364,"g1","0.8"
"var","97.5%",0.2,2.08340721988025,3.71058639571114,5.23586354185759,18.6626221896383,0.000977517106549364,"g1","0.8"
"var","97.5%",0.3,3.46050258125611,7.38408372567662,6.70851683257728,27.0826104097935,0.000977517106549364,"g1","0.8"
"var","97.5%",0.4,4.42864156146902,12.2422680687928,7.81464671920821,34.3727678673708,0.000977517106549364,"g1","0.8"
"var","97.5%",0.5,5.80740939351937,19.2421397696725,8.60722801827499,40.8449354542782,0.000977517106549364,"g1","0.8"
"var","97.5%",0.6,6.61985734359726,25.8831263746334,9.39244154466795,47.9730032256155,0.000977517106549364,"g1","0.8"
"var","97.5%",0.7,7.78724514391648,35.5529928585884,9.85060328747403,54.6586068281097,0.000977517106549364,"g1","0.8"
"var","97.5%",0.8,8.64142610581623,45.4948588709677,10.187976181612,59.6247583890823,0.000977517106549364,"g1","0.8"
"var","97.5%",0.9,9.6765131468414,56.4890394223867,10.5622160284167,64.7691885462488,0.000977517106549364,"g1","0.8"
"var","97.5%",1,10.4981528124618,69.3387891006843,10.8672565419187,70.4025301130636,0.000977517106549364,"g1","0.8"
"mean","2.5%",0.1,0.2906494140625,0.3303466796875,5.01767578125,9.286328125,0.000977517106549364,"g1","0.9"
"mean","2.5%",0.2,0.508740234375,0.6308837890625,6.991552734375,18.696728515625,0.000977517106549364,"g1","0.9"
"mean","2.5%",0.3,0.728564453125,0.9720947265625,7.9671875,28.1602783203125,0.000977517106549364,"g1","0.9"
"mean","2.5%",0.4,0.8884521484375,1.2811767578125,8.6468505859375,37.335693359375,0.000977517106549364,"g1","0.9"
"mean","2.5%",0.5,1.0291015625,1.6193359375,9.0234375,46.9586181640625,0.000977517106549364,"g1","0.9"
"mean","2.5%",0.6,1.1572265625,1.9362060546875,9.409619140625,56.2907470703125,0.000977517106549364,"g1","0.9"
"mean","2.5%",0.7,1.2627197265625,2.2638671875,9.646044921875,65.636767578125,0.000977517106549364,"g1","0.9"
"mean","2.5%",0.8,1.381591796875,2.5902099609375,9.875048828125,75.0746337890625,0.000977517106549364,"g1","0.9"
"mean","2.5%",0.9,1.480126953125,2.940087890625,10.0422607421875,84.324462890625,0.000977517106549364,"g1","0.9"
"mean","2.5%",1,1.55498046875,3.248876953125,10.198779296875,93.85576171875,0.000977517106549364,"g1","0.9"
"mean","50%",0.1,0.4189453125,0.47900390625,5.373046875,9.51611328125,0.000977517106549364,"g1","0.9"
"mean","50%",0.2,0.7587890625,0.9560546875,7.53857421875,19.08447265625,0.000977517106549364,"g1","0.9"
"mean","50%",0.3,1.02001953125,1.40869140625,8.6943359375,28.615234375,0.000977517106549364,"g1","0.9"
"mean","50%",0.4,1.26416015625,1.8857421875,9.4453125,38.0400390625,0.000977517106549364,"g1","0.9"
"mean","50%",0.5,1.4462890625,2.33642578125,9.90625,47.63232421875,0.000977517106549364,"g1","0.9"
"mean","50%",0.6,1.62353515625,2.79345703125,10.26806640625,57.14306640625,0.000977517106549364,"g1","0.9"
"mean","50%",0.7,1.7880859375,3.26025390625,10.56005859375,66.74072265625,0.000977517106549364,"g1","0.9"
"mean","50%",0.8,1.91650390625,3.72509765625,10.79833984375,76.18408203125,0.000977517106549364,"g1","0.9"
"mean","50%",0.9,2.0400390625,4.166015625,10.982421875,85.79296875,0.000977517106549364,"g1","0.9"
"mean","50%",1,2.15283203125,4.6494140625,11.13916015625,95.32568359375,0.000977517106549364,"g1","0.9"
"mean","97.5%",0.1,0.54296875,0.61845703125,5.669384765625,9.7632080078125,0.000977517106549364,"g1","0.9"
"mean","97.5%",0.2,0.9973388671875,1.256787109375,8.0215576171875,19.4184814453125,0.000977517106549364,"g1","0.9"
"mean","97.5%",0.3,1.3505615234375,1.869921875,9.335791015625,29.0009521484375,0.000977517106549364,"g1","0.9"
"mean","97.5%",0.4,1.6681640625,2.448486328125,10.130810546875,38.732666015625,0.000977517106549364,"g1","0.9"
"mean","97.5%",0.5,1.92978515625,3.1028564453125,10.6828857421875,48.1898681640625,0.000977517106549364,"g1","0.9"
"mean","97.5%",0.6,2.108935546875,3.6714111328125,11.079541015625,57.89384765625,0.000977517106549364,"g1","0.9"
"mean","97.5%",0.7,2.3138671875,4.2096923828125,11.4130615234375,67.734326171875,0.000977517106549364,"g1","0.9"
"mean","97.5%",0.8,2.5377685546875,4.8632080078125,11.7203125,77.4618408203125,0.000977517106549364,"g1","0.9"
"mean","97.5%",0.9,2.6926513671875,5.5213134765625,11.916845703125,87.019189453125,0.000977517106549364,"g1","0.9"
"mean","97.5%",1,2.8487060546875,6.1186767578125,12.0982421875,96.7369384765625,0.000977517106549364,"g1","0.9"
"var","2.5%",0.1,0.51898442750336,0.703034407838465,2.78034548642931,8.34371141003024,0.000977517106549364,"g1","0.9"
"var","2.5%",0.2,1.22754039894917,2.11439279386608,3.91474867118768,15.7454438538612,0.000977517106549364,"g1","0.9"
"var","2.5%",0.3,2.13213883415811,4.24851415490591,4.76856060606061,23.4273794761501,0.000977517106549364,"g1","0.9"
"var","2.5%",0.4,2.91067882549029,6.99956603586266,5.53908779707356,29.4183859369272,0.000977517106549364,"g1","0.9"
"var","2.5%",0.5,3.65691698359604,11.1902873795287,5.98223560739706,34.5136493462854,0.000977517106549364,"g1","0.9"
"var","2.5%",0.6,4.51546118951613,15.5933868676686,6.20941464003696,37.5272446618402,0.000977517106549364,"g1","0.9"
"var","2.5%",0.7,5.31428855083089,21.5200022528715,6.59298555107527,42.3587449596774,0.000977517106549364,"g1","0.9"
"var","2.5%",0.8,6.04964784564394,26.8248770466764,6.87712972721163,42.3812524581119,0.000977517106549364,"g1","0.9"
"var","2.5%",0.9,6.68627810361681,34.5109718897009,7.02458066520803,42.5937782563539,0.000977517106549364,"g1","0.9"
"var","2.5%",1,7.20013428927633,41.526705189814,7.18112239296951,42.223350630804,0.000977517106549364,"g1","0.9"
"var","50%",0.1,0.73179899422654,1.0028957989675,3.09912157105327,9.08148044202102,0.000977517106549364,"g1","0.9"
"var","50%",0.2,1.67482855266373,3.03648458501344,4.59117924456256,17.3406451421982,0.000977517106549364,"g1","0.9"
"var","50%",0.3,2.71914234329179,6.08786580522972,5.67667762554985,25.2944956431757,0.000977517106549364,"g1","0.9"
"var","50%",0.4,3.75417640365347,10.1288852486559,6.48189827330767,32.2164847186584,0.000977517106549364,"g1","0.9"
"var","50%",0.5,4.76216884698803,15.1928286137586,7.10849055703201,38.2271409915689,0.000977517106549364,"g1","0.9"
"var","50%",0.6,5.71881682245846,21.3954514907136,7.55415673875855,43.1808382781953,0.000977517106549364,"g1","0.9"
"var","50%",0.7,6.62990047272116,28.7110057543683,7.92138958256965,47.3550019473974,0.000977517106549364,"g1","0.9"
"var","50%",0.8,7.41287640136241,36.7986176342559,8.23743737781036,51.7631979128482,0.000977517106549364,"g1","0.9"
"var","50%",0.9,8.13373464992669,46.2602367233321,8.51715046126589,54.9540089656647,0.000977517106549364,"g1","0.9"
"var","50%",1,8.79276255498534,56.8604494096713,8.73094366675831,57.4428973454301,0.000977517106549364,"g1","0.9"
"var","97.5%",0.1,0.913978494623656,1.24155058651026,3.43559472465329,9.89832927148247,0.000977517106549364,"g1","0.9"
"var","97.5%",0.2,2.16017056909824,3.90512967375366,5.27556056883095,18.7148532960655,0.000977517106549364,"g1","0.9"
"var","97.5%",0.3,3.2805924670088,7.3671546615347,6.73489853009684,27.2078481068243,0.000977517106549364,"g1","0.9"
"var","97.5%",0.4,4.5988446396933,12.2849837287314,7.87436461388074,34.5442688047944,0.000977517106549364,"g1","0.9"
"var","97.5%",0.5,5.80342696591673,18.7282244938676,8.68303766781983,40.7099546370968,0.000977517106549364,"g1","0.9"
"var","97.5%",0.6,6.86076388093383,26.4880526217314,9.1451955606977,48.3254385462488,0.000977517106549364,"g1","0.9"
"var","97.5%",0.7,7.86169218807276,34.8607305413001,9.83458751928305,54.657158785435,0.000977517106549364,"g1","0.9"
"var","97.5%",0.8,8.88015086601906,45.9071753001283,10.3024449144291,59.4534426930596,0.000977517106549364,"g1","0.9"
"var","97.5%",0.9,9.55738395325483,55.6818623085059,10.6539008087427,65.0964473362659,0.000977517106549364,"g1","0.9"
"var","97.5%",1,10.4981528124618,69.3387891006843,10.8672565419187,70.4025301130636,0.000977517106549364,"g1","0.9"
"mean","2.5%",0.1,0.2740966796875,0.3058837890625,5.008349609375,9.2285400390625,0.000977517106549364,"g1","1"
"mean","2.5%",0.2,0.5348388671875,0.672216796875,6.939599609375,18.6896240234375,0.000977517106549364,"g1","1"
"mean","2.5%",0.3,0.7403564453125,0.974267578125,7.997705078125,28.1306884765625,0.000977517106549364,"g1","1"
"mean","2.5%",0.4,0.874560546875,1.3268310546875,8.619140625,37.5674560546875,0.000977517106549364,"g1","1"
"mean","2.5%",0.5,1.0260986328125,1.6427490234375,9.130908203125,46.750927734375,0.000977517106549364,"g1","1"
"mean","2.5%",0.6,1.15869140625,1.9463623046875,9.4148193359375,56.2072998046875,0.000977517106549364,"g1","1"
"mean","2.5%",0.7,1.273388671875,2.273974609375,9.6642578125,65.6177734375,0.000977517106549364,"g1","1"
"mean","2.5%",0.8,1.376953125,2.6031494140625,9.8851318359375,75.030224609375,0.000977517106549364,"g1","1"
"mean","2.5%",0.9,1.4744384765625,2.9274169921875,10.043701171875,84.3095947265625,0.000977517106549364,"g1","1"
"mean","2.5%",1,1.55498046875,3.248876953125,10.198779296875,93.85576171875,0.000977517106549364,"g1","1"
"mean","50%",0.1,0.41650390625,0.4736328125,5.40087890625,9.54638671875,0.000977517106549364,"g1","1"
"mean","50%",0.2,0.748046875,0.962890625,7.49169921875,19.06689453125,0.000977517106549364,"g1","1"
"mean","50%",0.3,1.0166015625,1.4287109375,8.66455078125,28.544921875,0.000977517106549364,"g1","1"
"mean","50%",0.4,1.2724609375,1.8798828125,9.4140625,38.107421875,0.000977517106549364,"g1","1"
"mean","50%",0.5,1.45556640625,2.3623046875,9.91552734375,47.56005859375,0.000977517106549364,"g1","1"
"mean","50%",0.6,1.6220703125,2.8134765625,10.26708984375,57.11083984375,0.000977517106549364,"g1","1"
"mean","50%",0.7,1.76171875,3.2685546875,10.58154296875,66.56982421875,0.000977517106549364,"g1","1"
"mean","50%",0.8,1.908203125,3.716796875,10.78759765625,76.17041015625,0.000977517106549364,"g1","1"
"mean","50%",0.9,2.041015625,4.21044921875,10.9765625,85.76416015625,0.000977517106549364,"g1","1"
"mean","50%",1,2.15283203125,4.6494140625,11.13916015625,95.32568359375,0.000977517106549364,"g1","1"
"mean","97.5%",0.1,0.541943359375,0.6087646484375,5.7069580078125,9.767138671875,0.000977517106549364,"g1","1"
"mean","97.5%",0.2,0.9734375,1.2388916015625,8.043896484375,19.4016845703125,0.000977517106549364,"g1","1"
"mean","97.5%",0.3,1.3459716796875,1.8172607421875,9.285107421875,29.0550537109375,0.000977517106549364,"g1","1"
"mean","97.5%",0.4,1.641455078125,2.431494140625,10.1156982421875,38.73115234375,0.000977517106549364,"g1","1"
"mean","97.5%",0.5,1.9340087890625,3.090380859375,10.6856201171875,48.3781005859375,0.000977517106549364,"g1","1"
"mean","97.5%",0.6,2.145556640625,3.680712890625,11.0978759765625,57.841845703125,0.000977517106549364,"g1","1"
"mean","97.5%",0.7,2.379638671875,4.314013671875,11.4616455078125,67.6358154296875,0.000977517106549364,"g1","1"
"mean","97.5%",0.8,2.5284912109375,4.8570068359375,11.720458984375,77.434619140625,0.000977517106549364,"g1","1"
"mean","97.5%",0.9,2.71982421875,5.5672119140625,11.9296875,87.17412109375,0.000977517106549364,"g1","1"
"mean","97.5%",1,2.8487060546875,6.1186767578125,12.0982421875,96.7369384765625,0.000977517106549364,"g1","1"
"var","2.5%",0.1,0.493100079996029,0.645041654256782,2.72231259164223,8.32765266067937,0.000977517106549364,"g1","1"
"var","2.5%",0.2,1.36843166258095,2.24833275579637,3.93597389437469,16.0916187454179,0.000977517106549364,"g1","1"
"var","2.5%",0.3,2.16076595720308,4.43136114006751,4.84923104055932,22.9698693955049,0.000977517106549364,"g1","1"
"var","2.5%",0.4,2.87339284827865,7.32755471804741,5.66162226314302,29.1030803244135,0.000977517106549364,"g1","1"
"var","2.5%",0.5,3.74333570075758,11.4455941089321,6.02467922833425,34.7687706433666,0.000977517106549364,"g1","1"
"var","2.5%",0.6,4.48826444892473,15.9003115835777,6.42707283266129,37.4773889983504,0.000977517106549364,"g1","1"
"var","2.5%",0.7,5.24081036072672,21.4422194793194,6.64207048910221,40.5565988132331,0.000977517106549364,"g1","1"
"var","2.5%",0.8,6.04413668724798,27.1313245547715,6.79156662390029,41.6491490637219,0.000977517106549364,"g1","1"
"var","2.5%",0.9,6.65814267454026,33.8641141203492,7.02974248533724,42.858960318915,0.000977517106549364,"g1","1"
"var","2.5%",1,7.20013428927633,41.526705189814,7.18112239296951,42.223350630804,0.000977517106549364,"g1","1"
"var","50%",0.1,0.704136405639052,0.96588761226173,3.09108378390762,9.08239781891496,0.000977517106549364,"g1","1"
"var","50%",0.2,1.70610910007331,3.00758291712488,4.54519823359604,17.3627266235948,0.000977517106549364,"g1","1"
"var","50%",0.3,2.76116030516862,6.02472335502199,5.6816463526393,24.4361420721835,0.000977517106549364,"g1","1"
"var","50%",0.4,3.7570621792522,10.1024039856733,6.48217081347752,31.9784173005254,0.000977517106549364,"g1","1"
"var","50%",0.5,4.81170338083456,15.3040837113575,7.12940455461877,37.9011485826002,0.000977517106549364,"g1","1"
"var","50%",0.6,5.71602698481794,21.4899570617974,7.54486793972996,43.4260156059079,0.000977517106549364,"g1","1"
"var","50%",0.7,6.56367177953934,28.8100399789223,7.94776345231549,48.1278957989675,0.000977517106549364,"g1","1"
"var","50%",0.8,7.45290162206745,36.6000179466031,8.17428347232405,51.2258961846285,0.000977517106549364,"g1","1"
"var","50%",0.9,8.09967524285191,46.3052998801014,8.56279306421066,54.874449192021,0.000977517106549364,"g1","1"
"var","50%",1,8.79276255498534,56.8604494096713,8.73094366675831,57.4428973454301,0.000977517106549364,"g1","1"
"var","97.5%",0.1,0.870860468024499,1.20928068487292,3.4858699138563,9.80067726948161,0.000977517106549364,"g1","1"
"var","97.5%",0.2,2.07512469548051,3.66828952166575,5.33165415654784,18.7981064424487,0.000977517106549364,"g1","1"
"var","97.5%",0.3,3.24276217314272,7.20382157639907,6.74619379276637,27.3523377359787,0.000977517106549364,"g1","1"
"var","97.5%",0.4,4.62906977410191,12.4504287853968,7.82317135569404,34.4839769290689,0.000977517106549364,"g1","1"
"var","97.5%",0.5,5.70441047317937,18.6545005164421,8.6818695635157,42.7568114995723,0.000977517106549364,"g1","1"
"var","97.5%",0.6,6.89833526163856,26.6904699480312,9.36249522696725,47.7996050554054,0.000977517106549364,"g1","1"
"var","97.5%",0.7,7.90613544721408,35.3518336321252,9.88221742214229,53.4278204089153,0.000977517106549364,"g1","1"
"var","97.5%",0.8,8.65825698867455,44.265130299021,10.2799540261486,60.9923012891007,0.000977517106549364,"g1","1"
"var","97.5%",0.9,9.7547232977456,57.6776296546615,10.630149839817,65.2279548652477,0.000977517106549364,"g1","1"
"var","97.5%",1,10.4981528124618,69.3387891006843,10.8672565419187,70.4025301130636,0.000977517106549364,"g1","1"
"mean","2.5%",0.1,0.2758544921875,0.3102294921875,5.09853515625,9.2600341796875,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.2,0.5379150390625,0.654443359375,6.9348876953125,18.6731201171875,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.3,0.7192138671875,0.966259765625,7.9707275390625,28.1994873046875,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.4,0.8775146484375,1.264892578125,8.634521484375,37.35009765625,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.5,1.0375732421875,1.6298583984375,9.0666015625,46.93369140625,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.6,1.1708740234375,1.934033203125,9.4173828125,56.1951416015625,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.7,1.2845458984375,2.272412109375,9.6769287109375,65.723876953125,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.8,1.36982421875,2.595654296875,9.8659912109375,75.009912109375,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.9,1.4611572265625,2.927392578125,10.054150390625,84.3359619140625,0.000977517106549364,"g2","0.5"
"mean","2.5%",1,1.55498046875,3.248876953125,10.198779296875,93.85576171875,0.000977517106549364,"g2","0.5"
"mean","50%",0.1,0.412109375,0.47607421875,5.37548828125,9.52392578125,0.000977517106549364,"g2","0.5"
"mean","50%",0.2,0.75244140625,0.951171875,7.509765625,19.08203125,0.000977517106549364,"g2","0.5"
"mean","50%",0.3,1.03466796875,1.4189453125,8.68505859375,28.59375,0.000977517106549364,"g2","0.5"
"mean","50%",0.4,1.27099609375,1.91162109375,9.39453125,38.13037109375,0.000977517106549364,"g2","0.5"
"mean","50%",0.5,1.43701171875,2.3515625,9.91796875,47.6923828125,0.000977517106549364,"g2","0.5"
"mean","50%",0.6,1.6328125,2.787109375,10.29541015625,57.15185546875,0.000977517106549364,"g2","0.5"
"mean","50%",0.7,1.78125,3.2783203125,10.5498046875,66.7451171875,0.000977517106549364,"g2","0.5"
"mean","50%",0.8,1.91162109375,3.70263671875,10.80126953125,76.1962890625,0.000977517106549364,"g2","0.5"
"mean","50%",0.9,2.04345703125,4.22705078125,10.98681640625,85.7890625,0.000977517106549364,"g2","0.5"
"mean","50%",1,2.15283203125,4.6494140625,11.13916015625,95.32568359375,0.000977517106549364,"g2","0.5"
"mean","97.5%",0.1,0.52744140625,0.601318359375,5.6858642578125,9.7136474609375,0.000977517106549364,"g2","0.5"
"mean","97.5%",0.2,0.979345703125,1.2309326171875,8.026171875,19.340673828125,0.000977517106549364,"g2","0.5"
"mean","97.5%",0.3,1.35419921875,1.82822265625,9.2922119140625,29.0114990234375,0.000977517106549364,"g2","0.5"
"mean","97.5%",0.4,1.6220458984375,2.44326171875,10.1188232421875,38.642236328125,0.000977517106549364,"g2","0.5"
"mean","97.5%",0.5,1.9076171875,3.08095703125,10.653466796875,48.3974609375,0.000977517106549364,"g2","0.5"
"mean","97.5%",0.6,2.1462158203125,3.65849609375,11.14619140625,58.0121826171875,0.000977517106549364,"g2","0.5"
"mean","97.5%",0.7,2.336865234375,4.2818603515625,11.4361572265625,67.885009765625,0.000977517106549364,"g2","0.5"
"mean","97.5%",0.8,2.542626953125,4.92138671875,11.6966064453125,77.46923828125,0.000977517106549364,"g2","0.5"
"mean","97.5%",0.9,2.6995849609375,5.521728515625,11.91611328125,87.064892578125,0.000977517106549364,"g2","0.5"
"mean","97.5%",1,2.8487060546875,6.1186767578125,12.0982421875,96.7369384765625,0.000977517106549364,"g2","0.5"
"var","2.5%",0.1,0.483244196946786,0.653688026942815,2.67638876160802,8.36118448057948,0.000977517106549364,"g2","0.5"
"var","2.5%",0.2,1.32027706023185,2.20432169477028,4.12168054664589,15.7904564164834,0.000977517106549364,"g2","0.5"
"var","2.5%",0.3,2.13456976360123,4.37995908556329,4.90818773196939,23.4116793247495,0.000977517106549364,"g2","0.5"
"var","2.5%",0.4,2.84335672596683,7.00637553076124,5.50135725959189,29.00888089565,0.000977517106549364,"g2","0.5"
"var","2.5%",0.5,3.75823119043255,11.3511961458715,5.86694576975654,33.9744681886913,0.000977517106549364,"g2","0.5"
"var","2.5%",0.6,4.63158618856152,15.354757759042,6.48426128249481,37.41814802511,0.000977517106549364,"g2","0.5"
"var","2.5%",0.7,5.36087857691074,21.3351657960655,6.65650134790445,40.660217464145,0.000977517106549364,"g2","0.5"
"var","2.5%",0.8,5.89049896807032,27.5263090519611,6.82982706347752,42.4043474691471,0.000977517106549364,"g2","0.5"
"var","2.5%",0.9,6.64298022914376,33.9914299242424,7.03188786809629,42.4228883864476,0.000977517106549364,"g2","0.5"
"var","2.5%",1,7.20013428927633,41.526705189814,7.18112239296951,42.223350630804,0.000977517106549364,"g2","0.5"
"var","50%",0.1,0.702107389418377,0.978334249755621,3.08010246746701,9.08650644550342,0.000977517106549364,"g2","0.5"
"var","50%",0.2,1.708563870815,3.03801768313172,4.5455533472324,17.31583634989,0.000977517106549364,"g2","0.5"
"var","50%",0.3,2.73363374801442,6.10068187545821,5.69648237032625,25.2461352753849,0.000977517106549364,"g2","0.5"
"var","50%",0.4,3.73640210700758,10.1428998274071,6.46725890456989,31.9775968161962,0.000977517106549364,"g2","0.5"
"var","50%",0.5,4.75395207111437,15.1527437301442,7.15073523796432,37.8606560819892,0.000977517106549364,"g2","0.5"
"var","50%",0.6,5.67808280639052,21.527058799945,7.60886619470919,43.9051331103372,0.000977517106549364,"g2","0.5"
"var","50%",0.7,6.59273238941838,28.8743270023827,7.99361893252077,47.8220303144856,0.000977517106549364,"g2","0.5"
"var","50%",0.8,7.35317960349462,36.8753489086938,8.30513377856183,51.119145875336,0.000977517106549364,"g2","0.5"
"var","50%",0.9,8.08860180687928,46.5660315669294,8.52190010615225,55.1574852608749,0.000977517106549364,"g2","0.5"
"var","50%",1,8.79276255498534,56.8604494096713,8.73094366675831,57.4428973454301,0.000977517106549364,"g2","0.5"
"var","97.5%",0.1,0.873477211632454,1.23541198909457,3.33973683406647,9.94978585788581,0.000977517106549364,"g2","0.5"
"var","97.5%",0.2,2.04114327976081,3.86052043239858,5.29458878890976,19.1171072414544,0.000977517106549364,"g2","0.5"
"var","97.5%",0.3,3.33805293197856,7.40431902187195,6.71004666116813,27.385646130216,0.000977517106549364,"g2","0.5"
"var","97.5%",0.4,4.63332094731336,12.7471684699184,7.88383304599676,35.5615457752933,0.000977517106549364,"g2","0.5"
"var","97.5%",0.5,5.73981990870143,19.0336760370846,8.71209531841856,42.1522682167568,0.000977517106549364,"g2","0.5"
"var","97.5%",0.6,6.92875797573772,26.1155747876955,9.30920663126986,48.8610178778715,0.000977517106549364,"g2","0.5"
"var","97.5%",0.7,7.64365473026637,34.8328215448971,10.0036353326613,53.8002711321252,0.000977517106549364,"g2","0.5"
"var","97.5%",0.8,8.84490688767717,45.0260629305276,10.2616896106351,60.374587800892,0.000977517106549364,"g2","0.5"
"var","97.5%",0.9,9.62688766285588,56.9443372739492,10.5710067137479,66.6414471310255,0.000977517106549364,"g2","0.5"
"var","97.5%",1,10.4981528124618,69.3387891006843,10.8672565419187,70.4025301130636,0.000977517106549364,"g2","0.5"
"mean","2.5%",0.1,0.2858642578125,0.3175537109375,5.0414794921875,9.30263671875,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.2,0.5090087890625,0.6438720703125,6.97646484375,18.646435546875,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.3,0.7262451171875,0.9677978515625,8.0189208984375,28.1060302734375,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.4,0.88515625,1.3002685546875,8.616455078125,37.5316162109375,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.5,1.0279541015625,1.6009521484375,9.1047607421875,46.88974609375,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.6,1.1609619140625,1.953515625,9.413134765625,56.127490234375,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.7,1.2775390625,2.2857666015625,9.6555419921875,65.6797119140625,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.8,1.3814208984375,2.5989501953125,9.9094482421875,74.992626953125,0.000977517106549364,"g2","0.6"
"mean","2.5%",0.9,1.4787109375,2.9059326171875,10.0440673828125,84.5308349609375,0.000977517106549364,"g2","0.6"
"mean","2.5%",1,1.55498046875,3.248876953125,10.198779296875,93.85576171875,0.000977517106549364,"g2","0.6"
"mean","50%",0.1,0.4208984375,0.4716796875,5.3701171875,9.5146484375,0.000977517106549364,"g2","0.6"
"mean","50%",0.2,0.74365234375,0.93896484375,7.490234375,19.03271484375,0.000977517106549364,"g2","0.6"
"mean","50%",0.3,1.02001953125,1.41748046875,8.67138671875,28.578125,0.000977517106549364,"g2","0.6"
"mean","50%",0.4,1.2373046875,1.8779296875,9.37744140625,38.08154296875,0.000977517106549364,"g2","0.6"
"mean","50%",0.5,1.44775390625,2.3271484375,9.92041015625,47.7001953125,0.000977517106549364,"g2","0.6"
"mean","50%",0.6,1.62646484375,2.77197265625,10.30078125,57.0732421875,0.000977517106549364,"g2","0.6"
"mean","50%",0.7,1.78125,3.28173828125,10.57470703125,66.76416015625,0.000977517106549364,"g2","0.6"
"mean","50%",0.8,1.923828125,3.7353515625,10.8056640625,76.19287109375,0.000977517106549364,"g2","0.6"
"mean","50%",0.9,2.046875,4.17822265625,10.99560546875,85.74462890625,0.000977517106549364,"g2","0.6"
"mean","50%",1,2.15283203125,4.6494140625,11.13916015625,95.32568359375,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.1,0.5542724609375,0.61728515625,5.7046875,9.7492919921875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.2,0.9910400390625,1.253173828125,8.0052001953125,19.3916748046875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.3,1.336669921875,1.8621826171875,9.317041015625,29.1735107421875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.4,1.6064453125,2.4725830078125,10.155078125,38.6246337890625,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.5,1.9173583984375,3.0752197265625,10.69287109375,48.426904296875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.6,2.136328125,3.6326904296875,11.14873046875,58.0669677734375,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.7,2.3411376953125,4.296533203125,11.439404296875,67.68564453125,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.8,2.5240478515625,4.8929443359375,11.7041748046875,77.50888671875,0.000977517106549364,"g2","0.6"
"mean","97.5%",0.9,2.714013671875,5.5081298828125,11.917822265625,87.0990478515625,0.000977517106549364,"g2","0.6"
"mean","97.5%",1,2.8487060546875,6.1186767578125,12.0982421875,96.7369384765625,0.000977517106549364,"g2","0.6"
"var","2.5%",0.1,0.519537168560606,0.6858531366462,2.72341707141984,8.26639727669843,0.000977517106549364,"g2","0.6"
"var","2.5%",0.2,1.23461248224432,2.20671737536657,3.96579107767443,16.2428374915995,0.000977517106549364,"g2","0.6"
"var","2.5%",0.3,2.157168259905,4.51067577074933,4.8227316639174,22.7438305687928,0.000977517106549364,"g2","0.6"
"var","2.5%",0.4,3.00165815157625,7.7362662664956,5.55000909262738,28.239019351784,0.000977517106549364,"g2","0.6"
"var","2.5%",0.5,3.82204303461785,10.7815675260035,5.97125519783266,33.900671064539,0.000977517106549364,"g2","0.6"
"var","2.5%",0.6,4.52393313172043,15.9454617765992,6.42506111868432,39.9030810880987,0.000977517106549364,"g2","0.6"
"var","2.5%",0.7,5.29608897696725,21.1821650858382,6.57980374721255,41.3056990965604,0.000977517106549364,"g2","0.6"
"var","2.5%",0.8,5.97516440711297,27.0809221165155,6.84352853128055,43.046850943915,0.000977517106549364,"g2","0.6"
"var","2.5%",0.9,6.6090345873045,33.4076404083043,7.03198029787543,42.1266545479365,0.000977517106549364,"g2","0.6"
"var","2.5%",1,7.20013428927633,41.526705189814,7.18112239296951,42.223350630804,0.000977517106549364,"g2","0.6"
"var","50%",0.1,0.709828247189638,0.994143966122923,3.089244257087,9.15739075482649,0.000977517106549364,"g2","0.6"
"var","50%",0.2,1.67846369440371,3.02339167888563,4.56106952208578,17.4420739972813,0.000977517106549364,"g2","0.6"
"var","50%",0.3,2.73928310957356,6.00098419935239,5.72699589137341,25.0222571290017,0.000977517106549364,"g2","0.6"
"var","50%",0.4,3.78877516342864,10.1325065486009,6.43947746746701,32.2165214710105,0.000977517106549364,"g2","0.6"
